comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
"Just the way it works here, and I think it proves my point.  Fatuorum",0,0,0,0,0,0
"""
That's precisely what I'm talking about. It's enough for my name to appear on RfAr, no matter what the pretext, and there are crowds of disgruntled Ghirlaphobes complaining what I have done to them. This is going to be a mess.  -трёп- """,0,0,0,0,0,0
"Why are you only naming municipalities with Greek majorities, but not the WHOLE REGION in general? Here are the real numbers from Ottoman sources on the whole Greek region of Macedonia in the early 1900's (before the arrival of Pontic Greek refugees).

326,426 Slavs (mostly Macedonians)
40,921 Muslim Slavs
289,973 Turks 
4,240 Christian Turks 
2,112 Circassians
240,019 Christian Greeks 
13,753 Muslim Greeks
5584 Muslim Albanians
3,291 Christain Albanians
45,457 Christain Vlachs
3,500 Muslim Vlachs
29,803 Roma Gypsies
8,100 others.",0,0,0,0,0,0
"sorry to add this in like this
any way we can add multiplayer help
no one anywhere on the forums can help to figure out how you can play ad-hoc with a nearby friend with only 1 UMD disc
thanks again!
sorry about this!",0,0,0,0,0,0
"On the conspiracy part. When multiple publications/web-sights who have some of the same employees ban together against one person then yes. By definition it becomes a conspiracy. 

On the fringe science you published Ronald mallet How the heck is that fringe science. On some of your articles you do not even have sources or external links but invite the public to provide them. Are you hoaxing me? Please, there are far many less professional articles than my own and the difference is. I TOLD YOU I WOULD COME UP WITH THE SOURCES. So please how is Ronald Mallet and John Titor and the other time travel articles you have her not fringe science when I gave code sources.",0,0,0,0,0,0
"""

try these important things and maybe you won't be such a sucker motherfucker:

1. Learn how to spell. If things remain as they are, everyone is bound to consider you to be the ignorant lame-brained cult member you are.

2. Revert your attacks on Van Tucky on the talk pages. You come off as a vicious, vile psychopath. If you ever set your cult defending ass in a court of law, the jury would see through your charade in heartbeat.

3. Stop playing good cop- bad cop with your fucking retarded Dahn hack Forestgarden

4. Accept all Korean language sources you stupid bitch!! How dare you try to stifle and censor articles in the name of your fucked up cult. Your Forestgarden bitch believes its within Wiki policy to include Korean language articles when reporting on favorable aspects of your bitch master. Why don't you include all the other more negative portrayals in the Korean language. Also, who said this Itsahappyday fuckhead deserves to translate any Korean? This should all be disputed, you fucking racist, neo-nazi reject?

5. Stop using the word cynical to describe your """"enemies."""" You come off even more retarded than your Ilchee bitch master. Your philosophical maturity is less than that of a first grader. The world is """"cynical."""" Those who don't believe in Dahn are """"cynical."""" I can't wait until South Park makes an episode about your bitch cult. 

6. Are you fucking insane? Korea is the center of the universe? Korea as a cultural hub? Korea the place where the next messiah appears? You Dahn people never cease to amaze when it comes to your thought processes. Korea is not what your Ilchee bitch believes it to be. Think about it retard- the fucking nation of Palau has more of a right to talk about religious heritage than the fucking hermit kingdom. How can you be so retarded, that you choose a Korean cult? If you chose a Chinese or Indian one, at least it would show you have some portion of a brain. Coming to Korea and joining a Korean cult with Korea-centric views is more retarded than travelling to Antartica in search of good coffee while visiting Columbia in search of ice and snow.

7. One more time: the philosophical underpinnings of your shit cult are so flimsy I must question your intelligence.

8. Nicola Cola...what kind of bitch ass name is that? what is wrong with you?

And you wonder why you need to join a fucked up cult to find friendship and loving. Dumb fuck!!!!!!""",1,0,1,0,1,0
"""
 , keel example is correct.  The bot did the correct thing in leaving the ref in the middle of the sentence.  These are examples given in Wikipedia:REFPUNC.  However, this is irrelevant as no punctuation is next to those reference.  If the reference comes next to punctuation, punctuation MUST come before the reference, not after it.  This clearly stated in REFPUNC.  REFPUNC is not ambiguous.  
""""The ref tags should immediately follow the text to which the footnote applies, including any punctuation...""""  (emphasis mine).
Only dashes and parenthesis are the only given exemptions.
 Jonsey95 has since edited the article to do the exact same thing.  The edit summary is """"ref error"""".  It is a ref error.    """,0,0,0,0,0,0
"North Yorkshire 

Thank you for the information on education you supplied on the North Yorkshire article, but it lacks sources. Please could you provide the sources from which the information was derived so that others can check out the details. It is one of the basic requirements of Wikipedia to provide sources for material added - see WP:Cite",0,0,0,0,0,0
"Ialsoagree, The article is now deleted and you  have nither allowed time nor respected the  'hang on  tag'. I respectfully  suggest   that either you are a fraction  less speedy  with  your actions, or that  your new page patrol  principles be rewiewed by  more experience editors or admins.",0,0,0,0,0,0
I followed the Wiki procedures for editing if you think you have a right to just take them out your wrong.  Please I beg you to contact me I really want to talk with you.,0,0,0,0,0,0
"Please join us on the talk page for the Tiger I 

I'm trying to figure out something. You're opinion would be appreciated. https://en.wikipedia.org/wiki/Talk:Tiger_I#Mobility_and_Reliability",0,0,0,0,0,0
"""

i suyppose the concept of """"star-crossed lovers"""" is vague to you if you havne't read Shakespeare lately """,0,0,0,0,0,0
"""How does this have to do with a sadistic, violent rabbit? """"Bopping"""" something on the head is hardly a term to convey torment. It is not violent at all.""",0,0,0,0,0,0
go cum on a dildo wankbag,1,0,1,0,1,0
"In short, the 8.4 million number is based on applying the percentage of Serbs in Serbia excluding Kosovo to the total population of Serbia including Kosovo.",0,0,0,0,0,0
"""

Okay, just to be clear, I've talked with Sven. I misread the timing of his actions, he didn't realise I was misreading them and got naturally upset, and we're both horribly embarassed as to what happened. We're going to take a couple days off the FS/FL proposal, then move forwards again, working together. ''''''  """,0,0,0,0,0,0
"Correct, the video cannot be used as a source on its own, but the reporter BosnoSinj, a reliable source, confirmed  that IS took Burj at-Taghtiyah. 131.188.48.174",0,0,0,0,0,0
"""

The Dave
Hi. I have removed your PROD2 - they only apply to a PROD, and this article is at AfD. If you want to support deletion you can do that at the AfD debate. You may be right that it's not an intentional hoax, but if not they are remarkably innocent to think that posting three separate """"references"""" which don't mention the term at all is a convincing thing to do. Regards,   """,0,0,0,0,0,0
"EDIT: No actually there is hard data, and I am correct: most people find homosexuality to be offensive  see this pdf for evidence.",0,0,0,0,0,0
"Image requested|people of Kansas|American football people}}
{{",0,0,0,0,0,0
"Darian Weiss 

I wrote the article.  What do you mean that it is fan pov???  show me where?  I've simply pointed out the stuff the kid has done.  You want me to minimize them?  He does ice skate professionally.  He has skated with Olympic champions.  What's so wrong about including that??",0,0,0,0,0,0
"""
Well, it does have some issues, so it seems.   First, I moved out one of the sentences that mentioned her ranking by NewsMax as a GOP figure.  I placed that to the other section about criticism and praise.  But, now there's just these two other sentences.   And they're really just dealing with her public appearances, which we've considered before… in fact, we eliminated them a while ago, if you see prior notes. See this Talk Page, where we mention that prior section once called """"Through all this time, Fiorina has appeared…""""  Remember that? We questioned the paragraph(s) and their citations and relevance.  Eventually it was eliminated. That's probably becasuse she's not unlike most public figures, that make many, many appearances through their lifetime.  That section has been gone a while now, seemingly without objection.  I'm guessing that's because most of us have agreed that we're not going to cite every appearance a public figure has made.  If its significant or exceptional, surely we can mention it.  But, now however, I'm wondering about a very short section that's currently titled Advocate at large.  That's since its become whittled down to two sentences, one of which is questionable.  I've actually found she may have appeared at Ripon several times.  But, to play devil's advocate… So what?  Republicans appear at crowds of conservative groups, Democrats before liberal groups, Greens before their own…. and so on.  Therefore, I question how exceptional this should be regarded.  By the way second sentence mentions """"National Press Club"""" as mentioned in the article.  But this Wikipedia article is attributing that to a Press club although it reads as """"National Press Club.""""  It's not particular to National Press Club (United States), which I'm not quick to assume, since the disambiguation the source (named in the citation) ambiguously calls it """"the National Press Club.""""  Again… appearing before THE National Press Club of the U.S. is not all that exceptional.  They invite notable dignitaries all the time… whoever, whatever party… etc.  Again, so what?   I wouldn't be surprised if The Club has invited most of the presidential candidates, if not had some of them speak in prior events, before they became candidates. So, I'm almost at the point of wanting to eliminate this entire section.  Any comments?   """,0,0,0,0,0,0
"Thanks Duk for the info.  I knew I would eventually be blocked for my unruly behavior, which you saw too.  I feel bad about accusing you of being a partisan hack, like others at WSI.  I was wrong, as I have admitted before.  My wikipage is not up yet, but here is one example that I have seen:
http://www.newmars.com/wiki/index.php/Main_Page.

Happy New Year",0,0,0,0,0,0
"User:CardMaster21 

This guy plagiarized your userpage.",0,0,0,0,0,0
", 26 June 2006 (UTC)

I am greatful that you saw my humorous intent.  But seriously, Wikipedia's biggest problem may be unsupported statements.  I'm sure it's volume would drop by 95% if everything had to have a citation.  05:06",0,0,0,0,0,0
""" Hi, Uac1530, Welcome to Wikipedia!  
I hope you like this place — I sure do — and want to stay. Before getting too in-depth, you may want to read about the Five pillars of Wikipedia and simplified ruleset. If you need help on how to title new articles check out the naming conventions, and for help on formatting the pages visit the manual of style. If you need help look at Wikipedia:Help and the FAQ , plus if you can't find your answer there, check the Village Pump (for Wikipedia related questions) or the Reference Desk (for general questions)! There's still more help at the Tutorial and Policy Library. Plus, don't forget to visit the Community Portal. And if you have any more questions after that, feel free to post them on my user talk page or place {{helpme}} on your talk page and someone will be by to help you shortly. 
TAB 
Additional tips 
TABTAB 
Here's some extra tips to help you get around in the 'pedia! 
If you want to play around with your new Wiki skills the Sandbox is for you.TAB 
You can sign your name using three tildes (~). If you use four, you can add a datestamp too. Five will get you the datestamp only.
You may want to add yourself to the new user log.TAB 
If you ever think a page or image should be deleted, please list it at the votes for deletion page. There is also a votes for undeletion page if you want to retrieve something that you think should not have been deleted.
If you're still entirely confused, or would like to get a better grasp of your wikipedia skills, and you have an IRC client (or don't mind getting one), check out the Bootcamp. It's not what it sounds like, but it is fun and can help you with your editing skills.
If you're bored and want to find something to do, try the Random page button in the sidebar, or check out the Open Task message in the Community Portal.

Happy Wiki-ing. — talk contribs


Click here to respond to this message!""",0,0,0,0,0,0
"""

 See? 

That's how fast I am.

BTW, why are you telling me this?

""""P.S., I look forward to promoting important lists to FL in future, such as List of top-division football clubs in AFC countries, List of top-division football clubs in CAF countries, List of top-division football clubs in OFC countries and [[List of top-division football clubs in non-FIFA countries. Regards, WFC """"""",0,0,0,0,0,0
"Well, it was a nice try but some users are just not going to let any negative information in.  The claim was the ministerial license was a fabrication.  I got the license, uploaded it, sourced it, and they removed it anyway.  Also, some of the paragraphs are disjointed sentences now, so, it would be difficult to restore the article piecemeal.  The version earlier today was a good version and if people want to rewrite, etc. that is fine, but this other user is slicing and dicing anything negative.  Thanks anyway though",0,0,0,0,0,0
"""
use of """"anti-vaccinationist"""" as a pejorative term 
""",0,0,0,0,0,0
"Talk pages 

We don't move talk page content. Please leave comments where they were originally made. Continuing to move talk page content may result in being blocked from editing Wikipedia.",0,0,0,0,0,0
"""

Did someone say shells?
 Iowa-class battleships.]]""",0,0,0,0,0,0
"The same could be said that as the president of an organization that is openly biased against breast implants, you're understandably against them.  I am all for voicing your opinion about what you believe in, but it doesn't belong in an encyclopedia entry.  As an objective third party, I can most definitely say that the current iteration of the article is quite biased towards the associated risks and not the device/procedure itself.  As a relatively new Wikipedian I came upon this article to see what all has been written about a subject I've been curious about for some time now, what I found was an article that has been butchered by people with agendas.  Why is it that an overwhelmingly large portion of the article is about the risks of Silicone breast implants when most implants used today are saline?  Why is there absolutely no information about why women get implants?  I would be more than happy to help expand these subjects but I believe it will be quite pointless until those with agendas have moved on, or take their discussion on the controversy of breast implants to the proper page. aktornado",0,0,0,0,0,0
What makes you think that I care about anything such an obviously unhinged person has to say about ducks or expressos or socks or anything else? Leave me alone. 193.109.199.35,1,0,0,0,0,0
"Understand. This is my first time building an article, getting used to the format. Working on cleanup and reformatting this page. Thank you.",0,0,0,0,0,0
"""

 Kinston Eagles 

The K-Tribe were established in 1978 under the """"Kinston Eagles"""" name, not in 1987.   """,0,0,0,0,0,0
"WARNING TO EDITORS:

This article is maintained with passion by an ignorant and hopeless person that does not take into consideration ANY good-faith corrections, he just reverts everything to his original. For example he did not even keep the spelling corrections even though his English is below average. DO NOT WASTE YOUR TIME THIS WILL NEVER BE A GOOD AND HONEST ARTICLE. All corrections will be wasted. 

THIS ARTICLE REFLECTS THE QUALITY OF THE WRITER",0,0,0,0,0,0
"Height
Is it really a good idea to include the height in the infobox? As the individual here is 14 years old, her height is likely to be extremely fluid, and therefore highly time-sensitive.",0,0,0,0,0,0
"!response: THIS IS AN AOL ADDRESS USED BY MANY DIFFERENT USERS,CREATE AN ACCOUNT AND YOU WILL NOT SEE THIS AGAIN-ITS EASY AND FREE",0,0,0,0,0,0
"""
It wasn't the source which was the issue, the guy who reverted wrote: 

""""20:20, 15 February 2008 White Cat (Talk | contribs) (94,225 bytes) (The validity of the genetic study is disputed therefoee I do not believe it is OK to put that into the infobox. See Origins of the Kurds#Validity and reliability of such genetic studies) (undo)""""

So it seems he questioned the validity of DNA studies in general, not this particular one. But I assume Wikipedia should be based on science, so I've put it in again.

Anyhow, here's a source. There are many different studies that confirm the same, it's just a matter of picking an choosing.   """,0,0,0,0,0,0
"""Already, there is a hint that campaign workers or volunteers are at work.  Everything that I added was removed.  I did not say that candidate A was doing it but not B.  The excuse used was """"trolling"""".  Far from trolling, it's a sign that at least one candidate is guilty and didn't want to delete the comment from just their candidates article so they deleted it in all candidates.

The newspaper article that I read was about the Edwards campaign.  If I write about that, it would be potentially biased because all of them are doing it, not just Edwards.  So I thought just a general warning and comment on several article's talk page would be better.  It seems that this guy that deleted the comment is offended by the truth. 

They all have biased writing.  I don't have time to correct all of the articles but I don't want to pick on just one candidate.  Candidates of both parties have biased articles.

You could also take the opposite approach.  Ask campaigns to review their article and the articles of their opponents and comment.

""",0,0,0,0,0,0
"Category - Aquinas
I see what you are saying but in my view Trinity and Aquinas are apart of each-other (hence why i reposted them). eg. AC is apart of TC because AC is TC's boarding school, and TC is a part of AC because TC is AC's Day School (if that makes sense). That was the idea when they made them, AC = boarders and TC = day kids. So in my view they are apart of each other? 

Maybe it is just the way I am looking at the topic at hand? im too 'personalised' with it?

Ok, So is it just my view of the topic OR am i completely screwed up on this entire thing. Because in my view the PSA sports are apart of Aquinas student life and that was my justification for them being on there. and the ex-students were apart of Aquinas so they go there too (before the former students thing).

Apologies for flying off the wall O>O. I had come home from 12hours of solid manual work - and i really hate customers at my work. Thanks for ur help",0,0,0,0,0,0
"Whether you think islam is false or not is irrelevant, as a christian I might be nclined to think that Judaism and Islam are 'false', you say that we 'have' to believe islam is false because I am a Christian, no this is not the case, depending on what you mean by 'false'. Certainly I do not follow all the teaching of the Quran, but there are many good suggestions about how to live ones life in the Quran, some of which also exist in christianity, some of which dont, so I dont think islam is 'false'. You may think islam is false, whats to stop me turning around and saying to you Judaism is false? I could probably give you a hell of a theological argument for saying why Judaism is false,. but I do not believe it is completly false, and at the end of the day whatever argument I may provide whether a religion is 'false' or not is merely a biased opion. So what if Bless sins may have a pro-msulim leabing, we all have bias in our approach, and in fact I would say that your bais against islam is far more agressive and evident than that of Bless sin's pro-islam bias. Dont pretend you are some omniscient perfect observer, becase as your edits show that would be a clear and arrogant lie to yourself, and my only advice to you is to refrain from being hypocritical.86.150.147.133  User: R.G.P.A",0,0,0,0,0,0
"Of course, I am willing to negotiate this in a way that we can agree on.  I just want to say I'm sorry. Ed",0,0,0,0,0,0
"""
Thank you for the useful reference, Domer48.
However, I must respectfully disagree that either
 a consensus was reached at all (or adjudicated) in the reference you quote above and
 that, if a consensus was displayed, it was as you describe.
I think that the argument supported the original complaint:
""""==NPOV - Murder vs killing ==
There seems to be a bizarre NPOV inconsistency being raised over articles relating to people killed in Ireland. There are (1) victims of IRA / PIRA such as 86 year old Sir Norman Stronge, 8th Baronet and James Stronge; (2) victims of Loyalists such as Pat Finucane (solicitor), (3) “victims” of the British army such as Kieran Fleming; and (4) suicides such as Bobby Sands. There is a vocal and persistent lobby which is pro Irish Republican, many of whom belong to Wikipedia:WikiProject_Irish_Republicanism, which argues (I think) that a death is a killing until somebody is found guilty of murder even when that killing is generally defined and established as murder by law and in the international press.""""...(kiwiexile at DMOZ)  • """,0,0,0,0,0,0
"Sorry 

Sorry man (Omicronpersei8) I just got a bit angry. And the original person I attacked was paying out wikipedia which offends me.",0,0,0,0,0,0
"""I have contacted Wikipedia regarding the """"possible copyright infringement"""" notification regarding the text provided on Albert Henry Krehbiel's page  please refer to http://en.wikipedia.org/wiki/Albert_Henry_Krehbiel.

The reason provided by Wikipedia's """"Cryptic"""" for the deletion of the Albert Henry Krehbiel page is as follows:
 
09:52, 12 May 2008 Cryptic (Talk | contribs) deleted """"Albert Henry Krehbiel"""" (G7: One author who has requested deletion or blanked the page)

Accordingly, G7 states: Author requests deletion, if requested in good faith, and provided the page's only substantial content was added by its author. If the author blanks the page, this can be taken as a deletion request.

 I AM THE AUTHOR AND I NEVER MADE SUCH A REQUEST OR BLANKED THE PAGE *****

As I have stated and notified you of previously, I wrote the text and  along with the Krehbiel Corporation  provided and gave copyright permission for Wikipedia and The Worldwide Art Gallery to post such text as seen also at  http://www.theartgallery.com.au/ArtEducation/greatartists/Krehbiel/about/.

Again, I and we at The Krehbiel Corporation hold all rights to this writing, as well as many others, on Albert Henry Krehbiel and there is absolutely no copyright infringement issue here at all  I wrote the article.

Thank you very much, again, for your kind consideration and assistance.

Don Ryan

The Krehbiel Corporation

Website: http://www.KrehbielArt.com

Email: DRyan@KrehbielArt.com

Office: (847) 864-4724

Cell: (312) 331-0258
Fax: (847) 864-4708""",0,0,0,0,0,0
Amazing.  A link to another article in the Wikipedia is not even acceptable as a source.  I guess we may as well delete the entire Wikipedia.,0,0,0,0,0,0
"Up Pompeii!
Up Pompeii! would seem to be directly inspired by a Funny Thing, but is there evidence for this suspicion?",0,0,0,0,0,0
"""

When they started working on Shenmue, not one person on that team said """"let's make this a killer app"""". This is my reasoning behind removing that phrase from the article. I do not see how this is a problem. 
If you can find a quote from someone involved in making the game that includes """"killer application""""  then I will quit.""",0,0,0,0,0,0
"Ship photo 

Added the ship photo taken at Ascension Island in circa 1962. The ship is a personal photo which also appears at NavSource. 

NavSource has authorized me to use my photos that appear in NavSource to appear in Wikipedia. (See DISCUSSION under USAS American Mariner where agreement by NavSource Editor Gary Priolo is shown.)",0,0,0,0,0,0
"ElKevbo erased all talk categories about his his actions acting as an imposter by referring to himself as a scholar. Do you support ElKevbo's unethical behaviour? All editors and adminstrators please take note. 

I see you quickly reinstated ElKevbo's website. Are you defending his reference to himself as a scholar when he is clearly not according to Wikipedia standards. Please check his talk page edits as he erased the discussion of the issue on his talk page (the past week) and misuse of the title scholar. I am sure as an ethical editor who put the website back up you will investigate ElKevbo's erasing of the discussion where multiple people questioned his ethics.  Other editor and adminstrators please take note of this discussion.",0,0,0,0,0,0
"Pargali Ibrahim_Pasha

Could you please specify which sources suggest that Ibrahim Pasha was of Slavic or Italian origin ?",0,0,0,0,0,0
My goodness you do seem to have made a career out of taking issue with people and arguing out points then playing blocks. It all seems very inconsistent. Who guards the guards?,0,0,0,0,0,0
"(UTC)
The World is The Pictorial World (see this), which was apparently published in London from 1874 to 1892..   04:32, 14 December 2015",0,0,0,0,0,0
"""

 O'Brien, Argentina 

Hi. I have rescued your article, which was in danger of being deleted as a hoax. The first bit was fine, and could be backed up by sources, which I have added: but it was a mistake to put in the facetious bits about pork scratchings and his """"frustratingly sober mind"""", because (a) that jokey tone isn't right for a serious encyclopedia, and (b) you made them up (in WP terms, that's original research) and not verifiable. It was those that made it look like a hoax. Don't be discouraged: have a look at the guide to writing [[WP:YFA|Your First Article. Regards,   """,0,0,0,0,0,0
"If it is not on the internet, it doesn't exist  

Seriously, though, being web-based is not a measure of non-notability.  What's needed is a measure of how broadly something is used (on the web or not).  If the symbol is just identified by a single person enterprise on a series of closely-related websites (which may be the case) it isn't notable.  If a number of independent groups use it, it's a different story.  Basically, can someone come up with at least two usages that is not a) A website maintained by Per Bylund or b) a wikipedia mirror?",0,0,0,0,0,0
As fascinating as this as this sounds I don't see how this is relevant to the improvement of this article. Still let me read this... ),0,0,0,0,0,0
"""

 Religion/Druids 

The page on Druids notes that most of what we """"know"""" about them and their religious beliefs and practices is an invention of pseudo-scholarship. This page, however, discusses all of this in detail with an authoritative tone. Perhaps the entire section should be redone?""",0,0,0,0,0,0
"...Is going HEY GUYS I'M VANISHING in all your edit summaries really the best way of going about it? Because it's on my watchlist, like, 12 times right now.  talk",0,0,0,0,0,0
"yeah 

i take your silence as you saying that I'm right, but you're too afraid to admit it",0,0,0,0,0,0
"Get him out of here, and I will get past this, I assure you, completely past Wikipedia.  But to have him come and taunt me is absurd and cruel.",1,0,0,0,0,0
"Battle of Cannae-New maps 

Hi these are the new maps for battle of cannae.

As daly mentioned that initially the front of Hannibal was straight line, but became a crescent shaped once hannibal took farward the regiments from his center. The african infantry at the flanks was deployed in a the form of columns to facilitate the maneuverability of its men in order to encircle the Roman flanks.

Hannibals cavalry engaged with the opposing cavalry at the wings while hannibal led the regiments from his center, farward to the romans, thus forming a crescent shape front.

Cavalry at roman's right flanks attacked at rear by the carthagian cavalry. Roman infantry engaged with carthagian infantry and while african infantry at the flanks remained un-engaged.

Hannibal's center under a controled retreat to in a horse-shoe formation to draw more romans in side the horse shoe, roman line lost cohesion. Roman cavalry of right wing routed, while roman cavalry at left wing facing two prong attacks, from front and at rear. African cavalry in action.

Roman cavalry completely routed from the field. Roman infantry traped in the horse shoe like formation of carthagian army african infantry encircled the romans flanks and carthagian cavalry attacked roman infantry at the rear, thus completely encircling the romans army.",0,0,0,0,0,0
"Also, it'd be great if you could reply to this on my talk page.",0,0,0,0,0,0
"""

Well gee, I can eother take a common sense view that asking for someone's input is perfectly reasonable and ok, or i can accept your claim that to do so would be in breach of all manner of wikipedia rules. Which view do you think i will go with, ?

""",0,0,0,0,0,0
"""

 improper external link: TV.com 

 this link does not meet the WP:EL guidelines. It is essentially an open wiki (see the prominent EDIT button) without any evidence of """"a substantial history of stability and a substantial number of editors"""" WP:ELNO #12.  207.69.139.137  """,0,0,0,0,0,0
So the face should be deleted.,0,0,0,0,0,0
"""

It appears to. Perhaps you'd consider adding the features of this script to wikEd; it would be really useful, especially seeing how many features wikEd already has.  """,0,0,0,0,0,0
"Crohnie, I don't know exactly what you're talking about, so I'm a little puzzled by the message you left me, but that's fine.   I just wanted to let you know that you don't need to feel bad about withdrawing your offer.  It's ok, and I hope you are ok too.",0,0,0,0,0,0
"""
I also must admit that I haven't seen the film and am the first to admit that the Plot description which I wrote isn't very good. If I get around to seeing it in the near future I will write a nice, original description. But Jackie boi, isn't it amazing that all of these thousands of people viewing this page have themselves not added any relevant information, nor have they come to your defense. Food for thought. And please, let the record show that Jack has been the one person throwing a tantrum about this whole thing. And I would like to remind Jackie that in my first edit I corrected the wording of the incident so that it no longer implied that """"time travel"""" was indisputably possible. That alone caused you to loose all credibility kiddo.""",0,0,0,0,0,0
CANT BLOCK ME NIGGA,1,0,0,0,1,1
"Contradictory numbers in Energy Content table 

This isn't my field of expertise, but I noticed what seem to be some contradictory numbers or bad conversions in the Energy Content table. For example, Aviation Gasoline is shown as having a lower number of MJ/liter and BTU/gallon than Regular Gasoline, which doesn't sound right. But when converted to MJ/kg, the number is higher than gasoline.

I have another remark regarding the Energy content section. Is the displayed energy content the true energy content or the energy content when used in a conventional internal combustion engine (this would change the figurs greatly as eg gasoline is burnt here with 20% efficiency; while hydrogen is burnt with 40-60% efficiency)",0,0,0,0,0,0
"14Feb07

Cristina,

Am I allowed to wish you a Happy Valentine's day, or is that verboten?!

Anyway, how are things? Have you moved into the new apartment yet? If not when? I'm really looking forward to paying you a visit and seeing it for myself - and of course you and Kerim! Don't forget when you are settled to send me some pics of the place.

You asked about Connie and Elvira. They are both well thanks. Tomorrow Connie will visit her parents for a couple of weeks to celebrate the New Year. It must be amazing to be in China for their New Year - it is such a big event. I know travelling and hotels in China at this time is a nightmare, but I still think it would be an unforgettable experience. Maybe next year..  Life in Peru is good; no news though. I'll phone Elvira this afternoon and then see her on messenger this evening after German. Are you and Kerim going to do anything special today? Romantic meal with wine and candles, followed by a quiet walk under a moonlit sky?! Or will he come home late from work, drunk and with lipstick on his collar?  ;-)

Is next Monday a bank holiday for you? It is here but I'm not too sure what to do. Claire has invited me to Lake Constance, something I need to think about. Or I could spend three days studying German -(  Blöödy German. If Europe wants one common currency, then why not also one common language? (Not French - Sorry Kerim!) To be honest I don't like my German lessons. The teaching format is, for me, very unconventional. There is very little reading and writing - almost nothing. Instead we are 'supposed' to learn through talking and repeating. While I know this will be perfect for some, not everyone can learn in this way. I sure you know the three ways people learn: aural, visual and kinestic. Well I know I'm a mixture of visual and kinestic. And when it comes to learning a language I have to see it written on paper, write it several times and actually use the words. Also she, the teacher, is not supposed to talk in English. Which begs the question how can she explain something complex without explaining to us in our own language. OK, enough moaning about German!

Thankfully I am not suffering from spending yesterday evening in the gym. I am hoping that I become addicted to the place and that I *have* to go to get my 'fix'. Tomorrow I have a fitness assessment which will be interesting. Next week will be the induction and I shall be given a program to follow. They also have lots of classes which is one of the reasons I chose to join this gym. Along with the muscle/fitness classes they also have more relaxing classes: yoga, pilates, etc. which I quite like. I find listening/understanding the class instructor hard enough in English, so to do it in German will be amusing! The gym I go to is in the centre but there is one closer to my home; not too sure how to get there though. Elvira wasn't pleased when I told her the showers and saunas are mixed! You know how jealous those latinas are ;-)

OK, time for me to leave you in peace. Please give my greetings to all and you take care. I shall be in touch again soon.

Besitos,
Dave",0,0,0,0,0,0
"Guess who? 

    ____       _                __  _                                        __
   / __ \_____(_)___ ___  ___  / /_(_)___ ___  ___    _      ______ ______  / /_  ___  ________
  / /_/ / ___/ / __ `__ \/ _ \/ __/ / __ `__ \/ _ \  | | /| / / __ `/ ___/ / __ \/ _ \/ ___/ _ \
 / ____/ /  / / / / / / /  __/ /_/ / / / / / /  __/  | |/ |/ / /_/ (__  ) / / / /  __/ /  /  __/
/_/   /_/  /_/_/ /_/ /_/\___/\__/_/_/ /_/ /_/\___/   |__/|__/\__,_/____/ /_/ /_/\___/_/   \___/",0,0,0,0,0,0
"(UTC)

On this subject, didn't the timeskip group image have the names in English a while back? What's with it being changed? -   02:02, 1 January 2008",0,0,0,0,0,0
"No, we are not moving on. The team has said the name will be changed, just like they also said they'll be using Renault engines next year. Why, on the 4th, did  think that a well-sourced quote from a team official was enough to change Lotus from their current engines, Mercedes, to the Renault engines they plan to use next year? And why, now that it's a matter of my idea versus his idea, does he take the opposite approach? Regardless, his reasoning above is inherently flawed. This is not about Lotus' current team name. This is about the team name of their 2016 entry. And that name is: to be announced.",0,0,0,0,0,0
"""

You are not neutral at all which is a big violation, refuses to talk without involving religion, ethnicity and politics, do not care on warnings i have gave you. Most administrators here are conspirators and are working for the Zionist lobby for whitening the ugly face of """"Israel"""". Let Wikipedia be free!! Refrain from making racial questionable edits full of hate.  """,0,0,0,0,0,0
"""

 The True Founding of the Dominion of Canada 

In 1862 the Duke of Newcastle (Henry Pelham Pelham Pelham-CLINTON) """"borrowed"""" 12,000,000 pounds of silver from the PAPAL Bank of England to build useless PAPAL railroads as a """"treadmill of debt"""" mechanism. The """"loan"""" was to expire December 1867 so the need to refinance arose. The refinancing involved the concentration of the """"loans"""" to; Nova Scotia, New Brunswick and Canada into a new central """"authority"""" called the; """"Dominon of Canada"""". The precipitate, of course, involved the genocide of the Original, as opposed to the """"ab""""-original, people of Turtle Island. The whole process is centred upon the creation of so-called """"treaties"""" then send your agents to anhilated the beneficiaries to the trust-treaty so the land would then """"naturally"""" flow to the PAPACY as an escheat of the land to the vicar of Satan; POPE. If you would like to review the document concerning this banking fraud please feel free to contact me and I shall forward the same to you. Also, this is noted in the book; NEW WORLD ORDER, Old World Concentration found at; wryb.net.""",0,0,0,0,0,0
"""

 You're famous! 

It looks like you've finally gotten the recognition you deserve: , you inbred little kite. """,0,0,0,0,0,0
"Contested deletion 

This page should not be speedily deleted because... well known martial artist.  Subject of a NY Times obituary is a testament to his fame.",0,0,0,0,0,0
