Wyksztalcenie,Dochod,LDniOdOstWizyty,WydatkiWino,WydatkiOwoce,WydatkiMieso,WydatkiRyby,WydatkiSlodycze,IloscZakupowInternet,IloscZakupowKatalog,IloscZakupowWSklepie,LOdwiedzinStrony,OdKiedyKlient,Wiek,Spent,MieszkaZ,LDzieci,LOsobGospDom,CzyRodzic
Graduate,71819.0,70,1224,28,140,0,14,3,3,5,6,11.4798083504449,54,1574,Partner,1,3,1
Postgraduate,33569.0,10,16,2,18,3,0,1,1,2,8,11.345653661875428,42,63,Partner,1,3,1
Postgraduate,36262.0,24,88,39,54,64,28,3,5,3,6,11.416837782340862,42,426,Partner,0,2,0
Undergraduate,22634.0,47,2,23,11,8,6,2,1,2,8,12.093086926762492,59,96,Partner,0,2,0
Undergraduate,47025.0,98,508,11,59,23,5,11,1,6,9,11.43874058863792,47,635,Partner,1,3,1
Graduate,70566.0,4,381,28,215,84,28,6,5,9,3,11.373032169746748,57,757,Alone,1,2,1
Postgraduate,31605.0,15,74,0,42,2,1,2,1,4,7,12.243668720054757,46,125,Partner,1,3,1
Postgraduate,52034.0,67,146,0,93,7,13,4,2,5,7,11.761806981519507,52,332,Alone,2,3,1
Graduate,48526.0,32,23,17,23,43,20,2,1,4,3,11.156741957563312,46,135,Alone,1,2,1
Graduate,46734.0,40,110,5,137,26,23,6,1,5,7,12.254620123203283,71,330,Partner,1,3,1
Graduate,39552.0,54,165,3,147,4,24,6,2,5,8,12.172484599589325,63,384,Alone,2,3,1
Graduate,86358.0,78,957,47,494,82,47,5,3,6,8,12.53388090349076,59,1722,Alone,2,3,1
Graduate,46931.0,94,41,0,17,3,1,1,1,3,3,10.825462012320328,48,78,Partner,3,5,1
Undergraduate,16581.0,51,1,3,4,2,3,0,0,3,4,12.10403832991102,40,24,Alone,0,1,0
Undergraduate,63998.0,42,176,29,818,0,33,7,6,11,4,11.16769336071184,73,1168,Alone,0,1,0
Postgraduate,67381.0,67,815,8,53,11,0,2,2,9,7,12.095824777549623,74,957,Partner,1,3,1
Graduate,25930.0,87,6,1,2,2,0,1,0,2,7,11.36208076659822,58,15,Alone,2,3,1
Graduate,42693.0,29,8,4,20,6,3,1,0,3,5,10.704996577686517,47,57,Partner,1,3,1
Graduate,85606.0,89,717,42,864,219,30,6,7,9,3,12.271047227926076,49,1956,Partner,1,3,1
Graduate,72903.0,74,1067,138,750,0,19,7,5,8,4,11.31006160164271,40,2013,Alone,0,1,0
Undergraduate,49669.0,97,166,5,107,11,8,5,1,6,6,10.743326488706366,51,326,Partner,1,3,1
Postgraduate,36778.0,63,29,4,34,2,4,3,0,3,9,12.542094455852157,57,77,Partner,2,4,1
Postgraduate,85696.0,88,714,76,395,116,0,4,6,9,1,11.800136892539356,63,1313,Alone,0,1,0
Postgraduate,10979.0,34,8,4,10,2,2,3,0,3,5,10.74880219028063,36,30,Alone,0,1,0
Graduate,49678.0,81,229,5,56,3,2,6,2,4,7,12.046543463381246,64,315,Partner,1,3,1
Postgraduate,56129.0,65,320,48,133,39,72,6,2,10,4,11.668720054757015,72,660,Partner,1,3,1
Graduate,37155.0,51,23,0,26,7,15,2,0,4,5,12.05201916495551,36,74,Partner,1,3,1
Undergraduate,21282.0,76,1,5,8,4,8,2,1,2,6,10.778918548939084,47,46,Alone,1,2,1
Postgraduate,33419.0,76,56,0,12,0,0,2,0,4,7,11.509924709103354,63,86,Alone,1,2,1
Graduate,63285.0,84,508,124,249,50,38,6,5,13,3,11.290896646132786,80,1103,Alone,0,1,0
Postgraduate,21255.0,56,29,0,25,2,2,2,1,4,4,11.080082135523616,51,61,Partner,1,3,1
Graduate,42162.0,31,46,7,59,2,4,3,1,3,6,11.252566735112936,44,145,Partner,1,3,1
Graduate,54450.0,0,454,0,171,8,19,9,2,8,8,12.432580424366872,69,684,Partner,2,4,1
Postgraduate,57744.0,91,350,3,39,0,0,9,1,4,8,11.27173169062286,71,411,Partner,1,3,1
Graduate,26576.0,40,10,0,8,0,0,1,0,2,9,12.35318275154004,39,27,Alone,1,2,1
Postgraduate,57513.0,59,735,40,183,52,20,9,3,13,6,11.624914442162902,82,1060,Alone,0,1,0
Graduate,68142.0,96,897,126,196,91,112,10,4,7,6,12.476386036960983,61,1459,Partner,1,3,1
Graduate,7500.0,61,5,2,3,3,0,1,0,2,8,12.476386036960983,46,18,Partner,1,3,1
Graduate,83145.0,14,777,35,731,39,137,5,9,11,2,12.410677618069816,51,1833,Partner,0,2,0
Postgraduate,54197.0,16,162,6,37,6,13,1,3,6,1,10.882956878850102,65,237,Partner,1,3,1
Postgraduate,23091.0,98,35,0,11,0,0,2,1,3,7,10.732375085557836,62,48,Alone,2,3,1
Graduate,46049.0,11,342,9,112,19,14,5,2,9,7,11.58384668035592,49,515,Partner,2,4,1
Graduate,56715.0,52,258,105,239,237,172,7,3,4,4,12.20807665982204,51,1020,Partner,0,2,0
Graduate,79410.0,19,658,80,483,123,13,3,2,5,1,10.729637234770705,64,1370,Partner,0,2,0
Graduate,57304.0,61,356,80,329,138,17,7,6,10,5,11.94524298425736,74,1026,Partner,1,3,1
Graduate,44375.0,73,213,5,28,7,7,4,1,6,5,10.913073237508556,60,301,Partner,1,3,1
Graduate,54450.0,0,454,0,171,8,19,9,2,8,8,12.432580424366872,69,684,Partner,2,4,1
Graduate,59594.0,74,457,4,29,0,0,8,1,7,7,12.334017796030116,60,499,Partner,1,3,1
Graduate,80685.0,55,241,45,604,34,26,6,4,10,2,12.49555099247091,31,1004,Partner,0,2,0
Postgraduate,40344.0,48,210,0,6,0,0,4,1,5,7,11.353867214236825,51,218,Partner,1,3,1
Graduate,62710.0,53,441,35,83,7,29,4,2,12,4,11.745379876796717,53,606,Partner,1,3,1
Undergraduate,48985.0,13,19,13,18,10,7,1,1,3,3,11.627652292950032,57,75,Partner,1,3,1
Graduate,35322.0,34,28,9,37,12,7,2,0,4,8,12.49555099247091,57,106,Partner,3,5,1
Graduate,77142.0,54,476,75,162,29,151,4,4,8,2,11.728952772073924,77,990,Partner,0,2,0
Graduate,81657.0,69,364,40,425,158,60,3,4,8,1,11.077344284736482,56,1097,Alone,0,1,0
Undergraduate,14421.0,81,0,0,2,3,3,1,0,2,5,11.006160164271048,29,16,Partner,0,2,0
Undergraduate,20130.0,99,0,6,3,7,6,1,0,3,8,10.929500342231348,51,34,Partner,0,2,0
Postgraduate,74214.0,3,863,83,547,86,99,8,2,5,5,12.484599589322382,35,1711,Partner,0,2,0
Postgraduate,66726.0,61,349,7,35,0,0,8,2,4,7,11.104722792607802,68,438,Partner,2,4,1
Undergraduate,23724.0,65,5,23,15,0,18,2,0,3,8,12.114989733059549,46,75,Partner,1,3,1
Postgraduate,47353.0,93,184,2,19,8,8,2,2,6,5,11.268993839835728,65,225,Partner,1,3,1
Postgraduate,33444.0,24,8,0,8,0,0,1,0,2,8,12.295687885010269,73,18,Partner,2,4,1
Graduate,54386.0,8,277,21,64,62,21,3,2,10,3,11.761806981519507,44,470,Partner,1,3,1
Graduate,28510.0,72,44,5,19,0,4,2,0,4,5,11.854893908282,44,91,Alone,2,3,1
Postgraduate,90638.0,29,1156,120,915,94,144,3,4,10,1,11.017111567419576,34,2525,Alone,0,1,0
Graduate,48070.0,33,373,14,83,6,9,8,2,6,7,12.101300479123887,75,504,Partner,1,3,1
Graduate,43140.0,68,134,8,76,6,0,4,1,5,6,12.123203285420944,68,235,Partner,1,3,1
Postgraduate,54959.0,55,1148,0,60,0,0,9,5,4,7,12.084873374401097,64,1232,Alone,1,2,1
Undergraduate,15056.0,76,6,12,3,21,6,2,2,3,5,11.800136892539356,67,88,Alone,2,3,1
Graduate,26954.0,17,4,1,11,0,0,1,0,2,7,10.78713210130048,54,17,Alone,1,2,1
Graduate,22327.0,94,5,4,8,2,0,1,0,3,5,11.550992470910336,40,24,Alone,1,2,1
Graduate,44393.0,86,24,2,20,2,2,1,0,4,4,11.496235455167694,60,60,Partner,2,4,1
Postgraduate,62000.0,25,899,0,101,0,0,6,6,13,4,11.488021902806295,73,1020,Alone,1,2,1
Postgraduate,31497.0,22,108,1,28,13,1,3,1,4,8,12.205338809034908,63,155,Partner,1,3,1
Undergraduate,45894.0,15,27,2,7,0,2,1,0,3,5,10.978781656399724,51,51,Partner,2,4,1
Postgraduate,78579.0,35,816,66,549,216,66,5,6,4,3,12.161533196440796,55,1812,Alone,0,1,0
Postgraduate,67369.0,81,1298,0,70,37,14,7,4,10,4,12.257357973990418,56,1461,Alone,1,2,1
Graduate,58401.0,55,10,0,11,17,29,1,2,2,4,10.836413415468858,65,96,Alone,1,2,1
Graduate,62307.0,94,87,13,34,10,6,4,0,4,5,11.006160164271048,73,160,Alone,1,2,1
Postgraduate,43641.0,50,57,2,51,4,2,2,1,4,6,11.83025325119781,56,139,Partner,2,4,1
Postgraduate,63841.0,64,635,15,100,20,7,9,3,9,6,11.83299110198494,57,908,Alone,1,2,1
Undergraduate,46891.0,91,43,12,23,29,15,2,1,4,4,11.468856947296372,60,183,Partner,1,3,1
Postgraduate,70091.0,11,964,34,137,15,0,5,2,10,8,11.890485968514716,56,1161,Partner,1,3,1
Postgraduate,78075.0,72,572,8,259,34,35,3,5,5,1,10.877481177275838,53,988,Partner,0,2,0
Undergraduate,59184.0,6,341,142,113,259,151,6,6,12,5,12.446269678302532,64,1072,Alone,1,2,1
Graduate,54809.0,0,63,6,57,13,13,2,1,5,4,11.441478439425053,48,174,Partner,2,4,1
Graduate,58113.0,66,221,104,169,102,78,9,2,8,7,12.068446269678304,66,758,Partner,1,3,1
Postgraduate,51412.0,42,140,3,29,4,5,3,2,4,4,11.137577002053389,67,195,Partner,1,3,1
Graduate,15287.0,60,1,2,8,4,3,1,1,2,7,12.361396303901437,46,31,Alone,1,2,1
Postgraduate,66636.0,64,291,10,689,84,10,3,4,9,1,11.509924709103354,68,1084,Partner,0,2,0
Postgraduate,50965.0,87,544,13,85,8,6,10,4,5,8,11.997262149212869,69,685,Partner,1,3,1
Postgraduate,84618.0,96,684,100,801,21,66,6,9,10,2,11.24435318275154,60,1672,Partner,0,2,0
Graduate,18351.0,1,1,12,9,0,14,2,0,3,7,11.31006160164271,35,43,Partner,0,2,0
Postgraduate,40451.0,54,35,0,4,0,0,1,1,2,5,11.00889801505818,68,49,Partner,2,4,1
Graduate,36317.0,53,87,3,25,3,2,3,0,4,7,11.748117727583846,60,133,Partner,1,3,1
Graduate,42213.0,96,309,3,24,4,3,5,1,7,7,11.356605065023956,68,363,Partner,1,3,1
Graduate,65748.0,58,172,73,93,95,78,2,4,10,1,11.849418206707734,70,545,Partner,1,3,1
Graduate,77044.0,12,625,38,242,50,34,7,11,11,4,11.315537303216974,53,1065,Partner,1,3,1
Graduate,74918.0,78,972,59,913,25,19,5,9,6,3,11.942505133470226,56,2047,Partner,0,2,0
Graduate,56721.0,64,157,6,39,6,13,4,1,5,6,12.303901437371664,53,296,Partner,2,4,1
Graduate,42160.0,26,48,9,45,3,15,2,1,4,6,11.64681724845996,50,140,Alone,2,3,1
Graduate,61559.0,8,279,83,88,32,14,4,2,10,3,11.594798083504449,60,530,Alone,1,2,1
Postgraduate,33629.0,49,132,0,16,0,0,3,1,4,9,12.53388090349076,62,152,Partner,2,4,1
Postgraduate,68682.0,56,919,0,505,99,30,4,9,10,2,11.373032169746748,34,1598,Partner,0,2,0
Graduate,34377.0,55,62,0,22,3,1,2,2,2,7,12.084873374401097,62,114,Alone,1,2,1
Undergraduate,8940.0,25,1,45,3,4,6,3,1,3,8,12.49555099247091,39,101,Alone,1,2,1
Graduate,26228.0,50,2,6,4,3,1,1,0,2,8,11.411362080766596,52,25,Partner,1,3,1
Undergraduate,77297.0,84,408,61,109,48,122,5,7,9,4,12.06570841889117,68,789,Alone,0,1,0
Graduate,40211.0,30,51,1,7,2,1,2,1,2,8,11.55920602327173,44,87,Partner,2,4,1
Postgraduate,33438.0,81,62,1,16,3,2,2,1,4,5,11.411362080766596,67,90,Alone,2,3,1
Postgraduate,75032.0,74,952,12,180,47,12,5,4,9,3,11.813826146475018,66,1215,Partner,1,3,1
Postgraduate,61284.0,76,618,15,106,20,7,11,2,8,6,11.356605065023956,70,811,Alone,0,1,0
Graduate,22518.0,36,11,7,12,2,2,2,1,2,5,12.328542094455852,39,61,Partner,1,3,1
Postgraduate,54730.0,64,318,3,17,4,7,4,1,8,4,11.515400410677618,50,405,Partner,1,3,1
Postgraduate,38452.0,62,56,0,14,0,0,3,0,3,7,10.89390828199863,70,72,Partner,2,4,1
Graduate,44421.0,53,110,5,59,7,1,5,0,4,8,12.010951403148528,54,189,Alone,2,3,1
Postgraduate,38197.0,86,23,0,11,2,1,1,0,3,5,11.644079397672828,39,40,Partner,1,3,1
Graduate,41986.0,15,27,5,8,8,3,3,0,4,4,11.028062970568104,47,63,Alone,1,2,1
Graduate,28427.0,67,18,3,19,3,3,2,0,3,8,11.917864476386036,42,52,Partner,1,3,1
Postgraduate,37395.0,47,18,0,9,0,1,1,0,3,6,10.803559206023271,49,39,Partner,1,3,1
Graduate,64722.0,47,303,0,280,60,147,8,2,11,6,10.737850787132102,54,805,Partner,1,3,1
Postgraduate,55249.0,81,97,1,19,2,0,2,1,4,3,10.844626967830251,69,130,Partner,1,3,1
Graduate,84906.0,98,997,15,414,99,30,5,6,12,2,11.378507871321013,53,1631,Partner,0,2,0
Graduate,28691.0,56,5,4,13,8,0,1,0,3,8,11.630390143737166,36,34,Partner,1,3,1
Graduate,44213.0,48,95,11,35,0,4,2,1,5,6,11.225188227241617,73,152,Alone,2,3,1
Undergraduate,25707.0,18,1,6,2,3,6,1,0,3,7,11.08829568788501,41,21,Alone,1,2,1
Postgraduate,59062.0,74,46,1,12,3,0,2,0,3,4,11.381245722108146,58,71,Partner,3,5,1
Graduate,76624.0,68,411,106,147,54,115,5,10,7,1,10.743326488706366,63,899,Alone,1,2,1
Postgraduate,66000.0,36,244,51,270,101,0,1,3,5,1,10.836413415468858,78,711,Partner,0,2,0
Postgraduate,27683.0,90,152,9,121,12,12,6,2,4,8,12.544832306639288,47,351,Partner,1,3,1
Graduate,1730.0,65,1,1,3,1,1,0,0,0,20,10.759753593429158,54,8,Alone,0,1,0
Undergraduate,7500.0,63,10,17,18,8,26,3,2,2,9,12.213552361396305,33,119,Alone,1,2,1
Graduate,40521.0,82,12,0,5,0,0,0,1,2,5,11.876796714579056,57,21,Partner,2,4,1
Postgraduate,20427.0,63,5,0,4,0,0,1,0,2,8,10.910335386721425,52,10,Partner,1,3,1
Graduate,65106.0,55,790,19,133,12,0,8,3,13,6,10.743326488706366,50,973,Partner,1,3,1
Postgraduate,69969.0,64,882,29,514,38,29,4,2,6,3,11.482546201232031,60,1536,Partner,0,2,0
Graduate,67433.0,51,615,28,259,12,48,6,5,13,4,11.597535934291582,73,992,Partner,2,4,1
Postgraduate,77766.0,97,1004,59,265,115,59,11,10,11,6,11.991786447638605,58,1529,Partner,1,3,1
Graduate,74716.0,92,133,27,421,13,195,7,3,5,4,11.43874058863792,53,860,Partner,1,3,1
Graduate,68118.0,51,595,23,123,10,23,8,9,4,6,11.340177960301164,62,928,Alone,1,2,1
Postgraduate,55158.0,72,293,0,87,4,11,7,2,5,7,12.558521560574947,55,418,Partner,2,4,1
Undergraduate,62972.0,39,313,15,47,20,0,7,4,3,6,12.54757015742642,70,587,Partner,1,3,1
Graduate,74190.0,49,151,81,86,168,91,4,2,11,2,10.77618069815195,50,641,Partner,1,3,1
Graduate,39356.0,21,15,0,2,0,0,1,0,2,6,10.924024640657084,49,23,Partner,2,4,1
Graduate,76653.0,91,736,63,946,219,189,4,7,11,2,11.512662559890488,56,2279,Partner,0,2,0
Postgraduate,35860.0,37,15,0,8,4,2,1,1,2,5,10.757015742642023,52,49,Alone,2,3,1
Postgraduate,90687.0,98,982,17,672,23,34,6,2,8,2,11.748117727583846,42,1779,Alone,0,1,0
Postgraduate,73450.0,85,1142,51,415,90,69,7,8,11,3,11.208761122518824,43,1804,Partner,0,2,0
Graduate,31454.0,40,28,0,11,0,0,2,0,3,8,11.624914442162902,65,48,Partner,2,4,1
Graduate,47139.0,2,46,0,12,0,2,2,1,2,7,10.959616700889802,73,83,Alone,2,3,1
Graduate,83829.0,78,897,161,430,186,161,4,7,6,1,11.367556468172484,50,1862,Alone,0,1,0
Postgraduate,53378.0,41,489,6,152,8,6,9,4,6,8,12.405201916495551,62,793,Partner,2,4,1
Graduate,19656.0,94,25,4,9,6,8,2,1,3,7,12.030116358658454,55,84,Partner,1,3,1
Postgraduate,45579.0,10,145,1,33,2,1,4,1,4,6,11.501711156741958,77,183,Partner,1,3,1
Undergraduate,85485.0,73,630,26,611,44,18,6,6,6,2,10.666666666666666,67,1383,Alone,0,1,0
Graduate,55956.0,22,760,38,104,50,9,7,3,4,4,10.872005475701574,81,999,Partner,0,2,0
Postgraduate,64191.0,30,420,15,186,151,38,5,3,13,3,12.0766598220397,62,825,Alone,1,2,1
Graduate,38808.0,21,125,17,52,3,19,5,1,4,8,12.484599589322382,53,246,Alone,1,2,1
Postgraduate,57183.0,51,464,5,64,7,0,9,1,7,8,11.9233401779603,59,610,Partner,2,4,1
Postgraduate,23748.0,97,6,6,29,12,15,2,1,3,8,12.24640657084189,57,76,Alone,1,2,1
Graduate,66303.0,56,1090,12,96,16,12,3,4,11,8,11.980835044490076,54,1286,Partner,1,3,1
Postgraduate,37368.0,4,3,2,11,2,2,1,0,2,6,11.178644763860367,50,30,Partner,1,3,1
Graduate,40800.0,77,24,0,27,8,30,3,0,3,7,12.134154688569472,61,99,Partner,3,5,1
Graduate,71847.0,95,737,21,106,55,63,6,7,9,3,12.413415468856948,47,1192,Alone,0,1,0
Graduate,46149.0,36,254,6,71,4,0,5,1,7,5,11.225188227241617,50,362,Partner,1,3,1
Graduate,78687.0,13,817,185,687,145,55,4,6,8,2,12.531143052703628,42,2130,Partner,0,2,0
Undergraduate,49118.0,90,620,54,239,99,98,9,7,10,7,12.50650239561944,54,1229,Alone,0,1,0
Postgraduate,37633.0,49,13,4,20,0,0,1,0,3,9,12.41615331964408,68,38,Partner,2,4,1
Postgraduate,39767.0,18,113,61,204,34,26,7,1,7,8,11.58384668035592,74,485,Partner,0,2,0
Undergraduate,26997.0,89,7,23,78,133,49,4,2,5,7,12.290212183436005,74,434,Partner,0,2,0
Graduate,33986.0,43,16,2,18,2,1,1,0,3,7,11.937029431895962,55,44,Alone,1,2,1
Postgraduate,57091.0,82,462,0,24,6,0,9,2,5,7,12.240930869267626,53,496,Partner,1,3,1
Undergraduate,46831.0,84,22,2,10,6,4,1,2,2,4,11.7015742642026,56,78,Partner,2,4,1
Postgraduate,83151.0,80,968,147,842,137,42,5,7,10,2,12.02464065708419,53,2346,Partner,0,2,0
Graduate,52531.0,68,283,112,151,51,72,7,2,10,6,12.139630390143736,54,794,Partner,0,2,0
Graduate,15759.0,12,1,2,5,6,0,1,0,2,7,11.457905544147843,69,17,Partner,0,2,0
Graduate,22804.0,75,14,1,7,2,1,2,0,2,9,11.5564681724846,54,26,Alone,1,2,1
Undergraduate,43050.0,10,30,5,24,6,3,2,0,4,5,10.926762491444215,52,76,Partner,1,3,1
Postgraduate,42997.0,91,4,0,5,0,1,1,0,2,7,11.203285420944558,48,15,Alone,2,3,1
Postgraduate,48918.0,21,52,0,9,0,0,1,0,4,4,10.858316221765914,62,62,Alone,2,3,1
Postgraduate,60033.0,28,62,1,57,19,11,2,1,5,2,10.896646132785763,71,198,Partner,1,3,1
Postgraduate,34043.0,97,20,2,14,3,0,2,0,2,9,11.321013004791238,47,49,Partner,1,3,1
Graduate,57811.0,49,545,7,114,37,21,7,2,11,5,11.657768651608489,59,802,Partner,1,3,1
Graduate,78569.0,14,558,79,622,207,175,4,6,4,1,11.000684462696784,79,1736,Partner,0,2,0
Graduate,7500.0,5,6,5,4,13,4,2,1,3,6,12.147843942505132,47,57,Alone,2,3,1
Postgraduate,157733.0,37,39,1,9,2,0,1,0,1,1,11.71252566735113,54,59,Partner,1,3,1
Graduate,94384.0,62,1111,24,790,160,45,5,8,5,2,11.964407939767282,72,2302,Partner,0,2,0
Undergraduate,23148.0,83,4,6,8,6,3,2,0,3,7,11.003422313483917,40,37,Partner,0,2,0
Graduate,44267.0,48,183,5,65,3,5,5,2,4,9,11.983572895277208,55,310,Alone,2,3,1
Graduate,71626.0,94,546,72,376,94,145,5,5,8,3,12.301163586584533,46,1305,Partner,0,2,0
Graduate,60894.0,61,606,7,155,10,0,10,3,8,7,11.64681724845996,59,832,Partner,1,3,1
Graduate,50200.0,70,266,6,51,8,6,7,1,5,8,11.88227241615332,49,401,Partner,2,4,1
Postgraduate,81051.0,43,1142,29,249,38,29,5,5,12,2,10.746064339493495,60,1501,Partner,0,2,0
Graduate,65169.0,23,1074,0,69,0,0,10,4,13,6,11.099247091033538,43,1189,Partner,0,2,0
Graduate,59868.0,37,771,51,154,54,10,11,2,12,6,11.58110882956879,53,1194,Partner,1,3,1
Postgraduate,65695.0,50,371,32,189,0,58,5,4,10,4,11.052703627652292,65,656,Partner,1,3,1
Postgraduate,64857.0,78,556,14,717,210,0,7,5,10,4,12.240930869267626,69,1540,Alone,0,1,0
Postgraduate,45143.0,74,202,5,74,11,5,6,1,5,7,11.485284052019164,60,311,Partner,1,3,1
Undergraduate,74805.0,14,209,162,209,41,162,4,7,10,2,11.288158795345652,70,820,Partner,1,3,1
Undergraduate,59060.0,77,35,40,111,36,40,3,1,7,4,11.107460643394935,36,274,Partner,1,3,1
Postgraduate,27238.0,39,37,0,17,0,0,3,0,3,9,11.835728952772074,63,57,Alone,2,3,1
Graduate,47009.0,89,171,45,73,59,10,3,2,8,4,11.38672142368241,60,448,Partner,1,3,1
Undergraduate,46094.0,62,12,2,20,3,2,1,0,3,7,10.69678302532512,52,44,Partner,2,4,1
Graduate,40321.0,59,44,4,21,6,0,3,0,3,7,11.561943874058864,53,102,Partner,2,4,1
Graduate,37235.0,68,20,2,9,4,6,1,1,2,4,11.04996577686516,41,61,Partner,1,3,1
Postgraduate,81843.0,13,779,86,537,34,69,5,9,12,3,11.83025325119781,65,1643,Partner,0,2,0
Postgraduate,46692.0,37,170,6,97,24,12,6,1,5,6,11.707049965776864,67,397,Partner,1,3,1
Graduate,77382.0,36,491,48,231,112,105,5,7,12,1,11.118412046543463,57,1121,Partner,1,3,1
Graduate,37774.0,28,173,8,107,7,2,7,2,3,9,12.462696783025326,48,473,Alone,2,3,1
Undergraduate,18393.0,2,7,10,13,16,0,3,0,3,8,10.896646132785763,51,50,Partner,1,3,1
Postgraduate,72828.0,17,1205,0,235,19,14,6,3,13,7,12.01368925393566,63,1678,Partner,1,3,1
Graduate,24711.0,86,10,7,25,6,3,3,0,3,7,10.841889117043122,43,58,Partner,0,2,0
Postgraduate,45503.0,54,97,4,44,6,1,3,1,4,5,11.403148528405202,50,170,Partner,1,3,1
Postgraduate,6560.0,2,67,11,26,4,3,1,0,1,17,11.189596167008895,43,373,Alone,0,1,0
Postgraduate,71604.0,3,345,53,528,98,75,8,3,5,4,11.2580424366872,80,1196,Partner,0,2,0
Graduate,27244.0,84,6,5,17,3,24,2,2,2,7,10.956878850102669,46,101,Partner,1,3,1
Graduate,48752.0,8,73,57,100,71,15,6,1,5,9,12.188911704312115,56,316,Partner,2,4,1
Graduate,71434.0,4,711,36,217,172,96,7,4,7,4,11.422313483915127,63,1400,Partner,1,3,1
Graduate,90842.0,57,774,70,118,182,187,4,9,13,1,11.561943874058864,77,1424,Alone,0,1,0
Postgraduate,88097.0,24,163,0,480,0,126,6,5,8,9,12.50650239561944,47,844,Partner,1,3,1
Graduate,51948.0,51,82,33,54,71,30,5,2,4,5,11.42505133470226,50,311,Partner,1,3,1
Graduate,71853.0,29,358,108,413,141,97,2,8,6,1,11.786447638603695,43,1149,Partner,0,2,0
Postgraduate,35876.0,13,66,2,40,4,3,3,1,3,6,10.836413415468858,42,129,Partner,0,2,0
Graduate,40049.0,23,13,6,7,0,3,1,0,3,6,11.345653661875428,73,32,Alone,1,2,1
Graduate,39660.0,36,139,13,78,20,13,7,1,3,9,12.53388090349076,43,299,Alone,1,2,1
Graduate,50127.0,88,274,0,21,4,6,5,1,6,6,10.729637234770705,63,320,Partner,1,3,1
Postgraduate,43263.0,2,262,6,61,0,10,5,2,6,5,12.24640657084189,48,441,Partner,1,3,1
Postgraduate,62845.0,3,1099,0,45,0,0,3,4,10,8,12.386036960985626,76,1178,Partner,2,4,1
Graduate,18929.0,15,32,0,8,23,4,1,0,4,6,12.008213552361395,35,85,Partner,0,2,0
Undergraduate,24367.0,58,2,4,2,0,11,1,0,2,9,11.92060232717317,43,24,Alone,1,2,1
Graduate,33249.0,11,6,10,21,19,14,2,1,3,6,11.997262149212869,50,112,Alone,1,2,1
Undergraduate,26887.0,27,6,7,4,3,4,1,0,3,6,12.02464065708419,66,30,Partner,1,3,1
Postgraduate,50150.0,32,135,46,92,65,61,5,2,7,5,11.668720054757015,42,410,Partner,0,2,0
Graduate,62061.0,12,641,7,84,0,30,10,4,7,6,11.471594798083505,49,800,Partner,1,3,1
Postgraduate,85696.0,88,714,76,395,116,0,4,6,9,1,11.800136892539356,63,1313,Alone,0,1,0
Postgraduate,76542.0,91,794,73,573,0,29,4,8,10,2,11.893223819301848,69,1483,Partner,0,2,0
Graduate,70515.0,12,420,0,452,182,64,6,6,4,2,11.331964407939768,32,1258,Alone,0,1,0
Graduate,18227.0,21,1,2,7,4,3,0,1,2,8,12.281998631074606,38,28,Partner,1,3,1
Graduate,69139.0,23,86,12,75,33,15,4,1,5,4,11.063655030800822,60,227,Partner,1,3,1
Graduate,69109.0,10,823,25,459,124,29,6,6,7,4,12.279260780287474,43,1555,Partner,0,2,0
Graduate,69627.0,35,231,161,215,171,30,8,2,11,5,11.928815879534566,63,861,Alone,1,2,1
Graduate,38136.0,69,8,15,27,0,20,3,1,2,8,11.83025325119781,47,103,Partner,1,3,1
Postgraduate,62159.0,68,182,17,259,77,70,6,2,10,4,10.8145106091718,79,634,Alone,0,1,0
Graduate,80695.0,85,557,129,984,193,37,5,8,5,2,11.143052703627651,62,1918,Alone,0,1,0
Postgraduate,33316.0,34,79,1,31,4,4,2,1,4,6,11.378507871321013,54,131,Alone,2,3,1
Graduate,58554.0,55,368,24,68,38,0,8,2,6,7,12.399726214921287,57,586,Partner,2,4,1
Undergraduate,17256.0,10,6,4,14,8,8,2,1,2,8,11.241615331964407,33,62,Partner,1,3,1
Graduate,53034.0,30,160,15,196,15,11,6,1,7,8,11.72621492128679,51,447,Alone,2,3,1
Undergraduate,52203.0,36,488,21,238,56,108,8,7,11,6,12.555783709787816,75,939,Partner,0,2,0
Undergraduate,59601.0,14,691,7,69,0,7,2,2,7,8,11.572895277207392,48,797,Alone,1,2,1
Postgraduate,75154.0,79,543,10,205,160,143,6,3,6,3,12.459958932238193,67,1143,Alone,1,2,1
Graduate,47025.0,52,254,7,108,20,0,6,3,5,6,11.285420944558522,49,415,Alone,1,2,1
Graduate,37971.0,97,5,4,10,2,2,1,0,3,8,11.236139630390143,52,30,Partner,1,3,1
Postgraduate,41335.0,24,112,19,21,16,14,4,1,4,7,11.151266255989048,57,187,Alone,1,2,1
Graduate,67267.0,0,134,11,59,15,2,3,2,5,2,10.77344284736482,67,251,Partner,1,3,1
Graduate,57338.0,96,143,6,52,11,8,4,1,5,5,10.811772758384668,50,237,Alone,1,2,1
Undergraduate,50523.0,89,51,4,24,4,7,2,0,4,6,11.15400410677618,65,91,Partner,2,4,1
Postgraduate,35791.0,94,27,0,5,0,0,1,0,3,8,11.79192334017796,60,35,Alone,3,4,1
Postgraduate,50611.0,98,459,0,24,6,0,4,5,7,6,12.37782340862423,65,493,Alone,1,2,1
