Jakosc,Powierzchnia,PowierzchniaPiwnicy,LiczbaMscGaraz,PowierzchniaGarazu,RokBudowy,LiczbaLazienek,Powierzchnia1Pietra,LiczbaPokoi,TypGarazu,DlugoscDzialkiPrzyUlicy,Sasiedztwo,Cena
6.0,1710.0,832.0,2.0,506.0,1993.0,2.0,832.0,7.0,Attchd,76.0,SawyerW,187000.0
8.0,1502.0,1488.0,2.0,528.0,1985.0,1.0,1502.0,4.0,Attchd,69.0,StoneBr,212000.0
7.0,1969.0,808.0,2.0,534.0,1977.0,2.0,1161.0,8.0,Attchd,92.0,NWAmes,190000.0
6.0,1072.0,547.0,2.0,525.0,2005.0,1.0,1072.0,5.0,Basment,35.0,Edwards,148000.0
8.0,1976.0,1976.0,3.0,908.0,2006.0,2.0,1976.0,7.0,Attchd,110.0,NridgHt,440000.0
8.0,1652.0,1494.0,2.0,499.0,2000.0,2.0,1652.0,6.0,Attchd,41.0,StoneBr,251000.0
5.0,970.0,970.0,2.0,624.0,1963.0,1.0,970.0,5.0,Detchd,80.0,Sawyer,132500.0
6.0,1493.0,1478.0,2.0,508.0,1997.0,2.0,1493.0,7.0,Attchd,75.0,CollgCr,208900.0
9.0,2643.0,2153.0,3.0,694.0,2006.0,2.0,2069.0,9.0,BuiltIn,105.0,NridgHt,380000.0
8.0,1718.0,1705.0,3.0,826.0,2007.0,2.0,1718.0,7.0,Attchd,79.0,CollgCr,297000.0
4.0,1131.0,907.0,2.0,672.0,1937.0,1.0,1131.0,7.0,Detchd,50.0,OldTown,89471.0
9.0,1850.0,1833.0,3.0,772.0,2004.0,2.0,1850.0,8.0,Attchd,98.0,NridgHt,326000.0
9.0,1792.0,1792.0,3.0,874.0,2003.0,2.0,1792.0,6.0,Attchd,72.0,NridgHt,374000.0
7.0,1826.0,910.0,1.0,164.0,1915.0,1.0,916.0,7.0,Attchd,50.0,OldTown,155000.0
6.0,1216.0,1216.0,2.0,402.0,1998.0,2.0,1216.0,5.0,Attchd,32.0,Mitchel,164000.0
5.0,999.0,999.0,1.0,264.0,1962.0,1.0,999.0,6.0,Detchd,69.0,Sawyer,132500.0
5.0,1113.0,1113.0,1.0,264.0,1950.0,1.0,1113.0,5.0,Attchd,80.0,NAmes,147000.0
5.0,1073.0,1073.0,2.0,515.0,1965.0,1.0,1073.0,6.0,Attchd,79.0,NAmes,156000.0
5.0,1484.0,1484.0,2.0,487.0,1971.0,2.0,1484.0,7.0,Attchd,70.0,NWAmes,175000.0
5.0,2414.0,954.0,2.0,520.0,1900.0,2.0,1766.0,10.0,Attchd,60.0,OldTown,160000.0
4.0,630.0,630.0,1.0,286.0,1970.0,1.0,630.0,3.0,Attchd,21.0,MeadowV,86000.0
5.0,1304.0,264.0,1.0,336.0,1976.0,1.0,616.0,4.0,BuiltIn,69.0,MeadowV,115000.0
6.0,1578.0,806.0,1.0,240.0,1941.0,1.0,958.0,5.0,Attchd,79.0,NAmes,133000.0
6.0,1456.0,728.0,2.0,429.0,2006.0,2.0,728.0,8.0,Attchd,105.0,Gilbert,172785.0
5.0,1269.0,1269.0,1.0,308.0,1960.0,1.0,1269.0,6.0,Detchd,70.0,NAmes,155000.0
5.0,886.0,190.0,1.0,273.0,1938.0,1.0,886.0,4.0,Attchd,50.0,OldTown,91300.0
4.0,720.0,720.0,0.0,0.0,1920.0,1.0,720.0,4.0,Attchd,60.0,IDOTRR,34900.0
8.0,3228.0,3200.0,2.0,546.0,1992.0,3.0,3228.0,10.0,Attchd,69.0,NoRidge,430000.0
7.0,1820.0,1026.0,1.0,240.0,1925.0,2.0,1133.0,8.0,Detchd,60.0,BrkSide,184000.0
5.0,899.0,864.0,1.0,288.0,1967.0,1.0,899.0,5.0,Attchd,65.0,Sawyer,130000.0
5.0,912.0,912.0,1.0,297.0,1958.0,1.0,912.0,5.0,Attchd,70.0,NAmes,120000.0
6.0,1218.0,672.0,1.0,264.0,1973.0,1.0,672.0,7.0,Detchd,21.0,BrDale,113000.0
7.0,1768.0,866.0,2.0,603.0,2005.0,2.0,866.0,7.0,Attchd,75.0,Somerst,226700.0
5.0,1214.0,1214.0,2.0,461.0,1965.0,1.0,1214.0,6.0,Detchd,70.0,Edwards,140000.0
7.0,1801.0,1501.0,2.0,484.0,1959.0,2.0,1801.0,6.0,Attchd,100.0,Crawfor,289000.0
6.0,1322.0,855.0,2.0,440.0,1974.0,2.0,855.0,6.0,Attchd,24.0,NPkVill,147000.0
5.0,1960.0,960.0,2.0,400.0,1952.0,2.0,960.0,10.0,Detchd,60.0,OldTown,124500.0
8.0,1911.0,777.0,2.0,471.0,1993.0,2.0,1065.0,8.0,Attchd,80.0,SawyerW,215000.0
6.0,1218.0,1218.0,2.0,676.0,2009.0,2.0,1218.0,4.0,Attchd,75.0,Somerst,208300.0
7.0,1378.0,689.0,2.0,360.0,1928.0,2.0,689.0,7.0,Detchd,60.0,OldTown,161000.0
5.0,1041.0,1041.0,1.0,270.0,1959.0,1.0,1041.0,6.0,Attchd,80.0,NAmes,124500.0
5.0,1363.0,1008.0,1.0,288.0,1951.0,1.0,1363.0,6.0,CarPort,75.0,NAmes,164900.0
7.0,1368.0,1368.0,2.0,474.0,2005.0,2.0,1368.0,6.0,Attchd,40.0,NridgHt,202665.0
5.0,864.0,864.0,2.0,624.0,1958.0,1.0,864.0,5.0,Detchd,70.0,NAmes,129900.0
6.0,1080.0,1084.0,2.0,484.0,1983.0,1.0,1080.0,5.0,Attchd,71.0,Mitchel,134000.0
5.0,789.0,768.0,1.0,200.0,1926.0,1.0,789.0,5.0,Detchd,55.0,Crawfor,96500.0
10.0,2020.0,2006.0,3.0,900.0,2009.0,2.0,2020.0,9.0,Attchd,94.0,NridgHt,402861.0
6.0,2119.0,689.0,2.0,583.0,1972.0,2.0,1378.0,7.0,Attchd,69.0,NWAmes,158000.0
7.0,2344.0,1264.0,3.0,889.0,1996.0,2.0,1277.0,7.0,Attchd,79.0,NoRidge,265000.0
6.0,1796.0,794.0,2.0,546.0,1998.0,2.0,882.0,7.0,Attchd,69.0,CollgCr,211000.0
7.0,2080.0,1276.0,1.0,282.0,1926.0,1.0,1276.0,9.0,Detchd,53.0,Crawfor,234000.0
4.0,1294.0,0.0,0.0,0.0,1900.0,2.0,694.0,7.0,Attchd,60.0,OldTown,106250.0
6.0,1244.0,1244.0,1.0,336.0,1957.0,1.0,1244.0,6.0,Attchd,90.0,NAmes,150000.0
6.0,1664.0,1004.0,2.0,420.0,1947.0,2.0,1004.0,7.0,Detchd,50.0,BrkSide,159000.0
10.0,4676.0,3138.0,3.0,884.0,2007.0,3.0,3138.0,11.0,BuiltIn,130.0,Edwards,184750.0
7.0,2398.0,1379.0,3.0,834.0,1996.0,2.0,1383.0,8.0,Attchd,95.0,NoRidge,315750.0
7.0,1266.0,1257.0,2.0,453.0,2005.0,2.0,1266.0,6.0,Attchd,62.0,Somerst,176000.0
5.0,928.0,928.0,1.0,252.0,1956.0,1.0,928.0,4.0,Attchd,70.0,NAmes,132000.0
9.0,2713.0,1452.0,3.0,858.0,2008.0,2.0,1476.0,11.0,Attchd,67.0,NridgHt,446261.0
4.0,605.0,528.0,0.0,0.0,1920.0,1.0,605.0,5.0,Attchd,58.0,Edwards,86000.0
6.0,2515.0,2035.0,2.0,484.0,1957.0,3.0,2515.0,9.0,Attchd,69.0,Crawfor,200624.0
6.0,1509.0,1461.0,2.0,600.0,1988.0,2.0,1509.0,5.0,Attchd,85.0,Timber,175000.0
6.0,1362.0,611.0,2.0,502.0,1920.0,2.0,751.0,6.0,Detchd,60.0,BrkSide,128000.0
5.0,827.0,0.0,1.0,392.0,1955.0,1.0,827.0,5.0,Detchd,60.0,NAmes,107500.0
1.0,334.0,0.0,0.0,0.0,1946.0,1.0,334.0,2.0,Attchd,50.0,BrkSide,39300.0
8.0,1414.0,707.0,2.0,403.0,2004.0,2.0,707.0,6.0,Attchd,74.0,Gilbert,178000.0
5.0,1347.0,1117.0,0.0,0.0,1910.0,1.0,820.0,5.0,Attchd,70.0,Edwards,107500.0
7.0,1724.0,880.0,2.0,527.0,1998.0,2.0,880.0,8.0,Attchd,57.0,CollgCr,188000.0
4.0,864.0,864.0,2.0,576.0,1972.0,1.0,864.0,5.0,Detchd,69.0,NAmes,111250.0
5.0,1159.0,1051.0,1.0,336.0,1968.0,1.0,1159.0,7.0,Attchd,69.0,Sawyer,158000.0
8.0,1601.0,1581.0,2.0,670.0,2001.0,2.0,1601.0,6.0,Attchd,69.0,CollgCr,272000.0
9.0,1838.0,1838.0,3.0,765.0,2006.0,2.0,1838.0,8.0,Attchd,85.0,Timber,315000.0
8.0,2285.0,969.0,3.0,648.0,2000.0,2.0,997.0,8.0,BuiltIn,69.0,NoRidge,248000.0
7.0,1680.0,1650.0,2.0,583.0,1998.0,2.0,1680.0,7.0,Attchd,78.0,NWAmes,213250.0
7.0,767.0,723.0,1.0,367.0,1998.0,1.0,767.0,4.0,Attchd,34.0,NAmes,133000.0
7.0,1496.0,654.0,2.0,426.0,2006.0,2.0,664.0,7.0,Attchd,58.0,Gilbert,179665.0
7.0,2183.0,1204.0,3.0,786.0,1988.0,2.0,1377.0,9.0,Attchd,69.0,NWAmes,229000.0
6.0,1635.0,1065.0,2.0,440.0,1923.0,1.0,915.0,6.0,Detchd,70.0,BrkSide,210000.0
5.0,768.0,768.0,2.0,624.0,1970.0,1.0,768.0,5.0,Detchd,54.0,Mitchel,129500.0
5.0,825.0,825.0,2.0,720.0,1955.0,1.0,825.0,4.0,Detchd,49.0,OldTown,125000.0
7.0,2094.0,912.0,2.0,615.0,2003.0,2.0,912.0,8.0,BuiltIn,75.0,Somerst,263000.0
6.0,1069.0,1069.0,2.0,440.0,1977.0,2.0,1069.0,4.0,Attchd,53.0,NPkVill,140000.0
5.0,928.0,928.0,1.0,288.0,1957.0,1.0,928.0,5.0,Attchd,50.0,OldTown,112500.0
8.0,1717.0,1709.0,3.0,908.0,2006.0,2.0,1717.0,7.0,Attchd,87.0,NridgHt,255500.0
4.0,1126.0,0.0,2.0,520.0,1949.0,2.0,1126.0,5.0,Detchd,67.0,Edwards,108000.0
7.0,2046.0,998.0,3.0,871.0,2003.0,2.0,1006.0,8.0,BuiltIn,85.0,NridgHt,284000.0
5.0,1048.0,993.0,1.0,280.0,1922.0,1.0,1048.0,5.0,Detchd,58.0,BrkSide,113000.0
5.0,1092.0,1092.0,1.0,299.0,1957.0,1.0,1092.0,6.0,Attchd,69.0,NAmes,141000.0
4.0,1336.0,637.0,1.0,570.0,1920.0,1.0,897.0,7.0,CarPort,60.0,IDOTRR,108000.0
7.0,1446.0,729.0,2.0,406.0,1996.0,2.0,729.0,6.0,Attchd,57.0,Gilbert,175000.0
7.0,1557.0,1374.0,2.0,420.0,2003.0,2.0,1557.0,7.0,Attchd,69.0,Blmngtn,234000.0
5.0,1392.0,1392.0,2.0,528.0,1957.0,1.0,1392.0,5.0,Detchd,69.0,Sawyer,121500.0
5.0,1389.0,1389.0,2.0,418.0,1974.0,1.0,1389.0,6.0,Attchd,77.0,Mitchel,170000.0
5.0,996.0,996.0,0.0,0.0,1940.0,1.0,996.0,6.0,Attchd,63.0,Edwards,108000.0
6.0,1674.0,1163.0,2.0,396.0,1918.0,2.0,1163.0,8.0,Detchd,66.0,Edwards,185000.0
7.0,2295.0,1095.0,2.0,590.0,1992.0,2.0,1166.0,9.0,Attchd,69.0,NoRidge,268000.0
6.0,1647.0,806.0,1.0,216.0,1915.0,1.0,841.0,6.0,Detchd,66.0,SWISU,128000.0
9.0,2504.0,1122.0,3.0,656.0,2005.0,2.0,1134.0,11.0,BuiltIn,77.0,StoneBr,325000.0
7.0,1535.0,1517.0,2.0,532.0,2004.0,2.0,1535.0,7.0,Attchd,70.0,NridgHt,214000.0
8.0,2132.0,1496.0,2.0,612.0,1983.0,1.0,1496.0,5.0,BuiltIn,79.0,SawyerW,316600.0
5.0,943.0,943.0,2.0,600.0,1979.0,1.0,943.0,4.0,Detchd,69.0,NAmes,135960.0
5.0,1728.0,1728.0,2.0,576.0,1965.0,2.0,1728.0,10.0,Detchd,74.0,NAmes,142600.0
6.0,864.0,864.0,1.0,288.0,1959.0,1.0,864.0,4.0,Attchd,60.0,NAmes,120000.0
7.0,1692.0,846.0,2.0,650.0,2009.0,2.0,846.0,6.0,Attchd,83.0,Timber,224500.0
7.0,1430.0,384.0,2.0,400.0,2000.0,2.0,774.0,8.0,BuiltIn,76.0,Gilbert,170000.0
5.0,1109.0,372.0,1.0,288.0,1971.0,1.0,576.0,5.0,BuiltIn,70.0,NAmes,139000.0
5.0,1216.0,832.0,1.0,336.0,1947.0,1.0,832.0,6.0,Detchd,80.0,NAmes,118500.0
7.0,1477.0,861.0,1.0,216.0,1928.0,2.0,877.0,6.0,Detchd,52.0,SWISU,145000.0
5.0,1320.0,1164.0,2.0,564.0,1966.0,1.0,1320.0,6.0,Attchd,96.0,Sawyer,164500.0
7.0,1392.0,689.0,2.0,540.0,2007.0,2.0,703.0,5.0,Detchd,34.0,Somerst,146000.0
5.0,1795.0,1050.0,1.0,352.0,1954.0,2.0,1050.0,7.0,Attchd,81.0,OldTown,131500.0
6.0,1429.0,1144.0,2.0,572.0,1960.0,1.0,1429.0,7.0,Attchd,69.0,NAmes,181900.0
8.0,2042.0,2042.0,3.0,1390.0,2008.0,2.0,2042.0,8.0,Attchd,98.0,NridgHt,253293.0
6.0,816.0,816.0,0.0,0.0,1990.0,1.0,816.0,5.0,Attchd,81.0,Edwards,118500.0
10.0,2775.0,1237.0,2.0,880.0,1893.0,3.0,1521.0,9.0,Detchd,75.0,OldTown,325000.0
4.0,1573.0,884.0,1.0,240.0,1935.0,1.0,989.0,6.0,Detchd,51.0,BrkSide,133000.0
8.0,2028.0,1868.0,3.0,880.0,2005.0,2.0,2028.0,7.0,Attchd,88.0,Timber,369900.0
6.0,838.0,816.0,1.0,275.0,1918.0,1.0,838.0,5.0,Detchd,55.0,BrkSide,130000.0
5.0,860.0,840.0,2.0,528.0,1982.0,1.0,860.0,4.0,Detchd,74.0,Sawyer,137000.0
5.0,1473.0,1437.0,1.0,452.0,1968.0,1.0,1473.0,5.0,Attchd,65.0,ClearCr,143000.0
5.0,935.0,742.0,1.0,308.0,1930.0,1.0,779.0,4.0,Detchd,50.0,BrkSide,79500.0
7.0,1582.0,770.0,2.0,520.0,2004.0,2.0,770.0,6.0,Attchd,64.0,CollgCr,185900.0
10.0,2296.0,1722.0,3.0,842.0,2008.0,2.0,1728.0,10.0,BuiltIn,97.0,NridgHt,451950.0
5.0,816.0,816.0,2.0,816.0,1982.0,1.0,816.0,4.0,Detchd,60.0,Mitchel,138000.0
6.0,848.0,848.0,2.0,420.0,2003.0,1.0,848.0,4.0,Attchd,69.0,CollgCr,140000.0
5.0,924.0,924.0,1.0,280.0,1975.0,1.0,924.0,5.0,Detchd,88.0,CollgCr,110000.0
8.0,1826.0,1814.0,3.0,758.0,2005.0,2.0,1826.0,7.0,Attchd,69.0,StoneBr,319000.0
6.0,1368.0,684.0,1.0,216.0,1910.0,1.0,684.0,7.0,Detchd,60.0,OldTown,114504.0
7.0,1402.0,1258.0,3.0,648.0,2006.0,0.0,1402.0,7.0,Attchd,53.0,Blmngtn,194201.0
5.0,1647.0,1430.0,2.0,621.0,1977.0,2.0,1647.0,7.0,Attchd,80.0,Crawfor,217500.0
6.0,1556.0,716.0,2.0,452.0,1980.0,2.0,716.0,6.0,Attchd,24.0,Blueste,151000.0
8.0,1904.0,1058.0,2.0,736.0,2005.0,2.0,1058.0,8.0,BuiltIn,74.0,NridgHt,275000.0
6.0,1375.0,780.0,1.0,544.0,1937.0,1.0,780.0,6.0,Detchd,50.0,IDOTRR,141000.0
8.0,1915.0,908.0,2.0,506.0,1992.0,2.0,927.0,8.0,Attchd,80.0,SawyerW,220000.0
7.0,1200.0,600.0,2.0,480.0,2004.0,2.0,600.0,4.0,Detchd,30.0,Somerst,151000.0
7.0,1494.0,1494.0,2.0,530.0,2002.0,2.0,1494.0,6.0,Attchd,88.0,CollgCr,221000.0
7.0,1986.0,768.0,2.0,486.0,1965.0,2.0,1186.0,7.0,Attchd,85.0,NAmes,205000.0
5.0,1040.0,1040.0,2.0,576.0,1996.0,1.0,1040.0,6.0,Detchd,82.0,CollgCr,152000.0
5.0,2008.0,896.0,1.0,230.0,1948.0,3.0,1112.0,8.0,Attchd,78.0,Edwards,225000.0
8.0,3194.0,965.0,2.0,380.0,1934.0,2.0,1940.0,10.0,Basment,78.0,Crawfor,359100.0
4.0,1029.0,1029.0,1.0,261.0,1961.0,1.0,1029.0,5.0,Attchd,61.0,Sawyer,118500.0
9.0,2153.0,1440.0,3.0,736.0,2000.0,2.0,1476.0,8.0,Attchd,69.0,CollgCr,313000.0
6.0,1032.0,1032.0,2.0,564.0,1978.0,2.0,1032.0,6.0,Attchd,69.0,NWAmes,148000.0
8.0,1872.0,1299.0,2.0,531.0,2001.0,2.0,1299.0,7.0,BuiltIn,69.0,CollgCr,261500.0
5.0,1120.0,1120.0,0.0,0.0,2007.0,1.0,1120.0,6.0,Attchd,70.0,Mitchel,147000.0
4.0,630.0,630.0,0.0,0.0,1972.0,1.0,630.0,3.0,Attchd,21.0,MeadowV,75500.0
6.0,1054.0,936.0,2.0,480.0,1963.0,1.0,1054.0,6.0,Attchd,80.0,NAmes,137500.0
6.0,1509.0,783.0,2.0,393.0,2002.0,2.0,807.0,7.0,Attchd,69.0,Gilbert,183200.0
6.0,832.0,832.0,2.0,528.0,1954.0,1.0,832.0,4.0,Detchd,59.0,NAmes,105500.0
9.0,1828.0,1822.0,3.0,774.0,2007.0,2.0,1828.0,9.0,Attchd,90.0,NridgHt,314813.0
8.0,2262.0,1482.0,3.0,749.0,2003.0,2.0,1482.0,10.0,Attchd,85.0,Timber,305000.0
3.0,864.0,864.0,0.0,0.0,1914.0,1.0,864.0,5.0,Attchd,45.0,Edwards,67000.0
6.0,2614.0,1522.0,2.0,624.0,1974.0,2.0,1548.0,9.0,Attchd,90.0,NWAmes,240000.0
5.0,980.0,980.0,2.0,484.0,1977.0,1.0,980.0,6.0,Detchd,71.0,Sawyer,135000.0
6.0,1512.0,756.0,2.0,440.0,2000.0,2.0,756.0,4.0,Detchd,69.0,Somerst,168500.0
6.0,1790.0,732.0,2.0,484.0,1972.0,1.0,1012.0,8.0,Attchd,80.0,NWAmes,165150.0
6.0,1116.0,1116.0,2.0,440.0,1962.0,1.0,1116.0,5.0,Attchd,87.0,NAmes,160000.0
5.0,1422.0,978.0,1.0,286.0,1960.0,1.0,1422.0,6.0,Attchd,69.0,NAmes,139900.0
6.0,1520.0,1156.0,1.0,364.0,1955.0,1.0,1520.0,7.0,Basment,80.0,NAmes,153000.0
5.0,2080.0,1040.0,2.0,504.0,1969.0,1.0,1040.0,9.0,Attchd,70.0,NAmes,135000.0
6.0,1350.0,1248.0,2.0,520.0,1964.0,1.0,1350.0,6.0,Attchd,82.0,NAmes,168500.0
5.0,1750.0,636.0,1.0,240.0,1880.0,1.0,1089.0,8.0,Detchd,50.0,OldTown,124000.0
8.0,1554.0,1554.0,2.0,627.0,2006.0,2.0,1554.0,6.0,Attchd,34.0,NridgHt,209500.0
7.0,1411.0,1386.0,2.0,544.0,1977.0,2.0,1411.0,6.0,Attchd,85.0,NWAmes,82500.0
5.0,1056.0,1056.0,1.0,260.0,1954.0,1.0,1056.0,6.0,Attchd,80.0,NAmes,139400.0
6.0,1056.0,1056.0,2.0,576.0,1980.0,0.0,1056.0,4.0,Detchd,64.0,OldTown,144000.0
6.0,3395.0,1440.0,0.0,0.0,1914.0,2.0,1440.0,14.0,Attchd,60.0,SWISU,200000.0
2.0,800.0,264.0,0.0,0.0,1936.0,1.0,800.0,4.0,Attchd,51.0,BrkSide,60000.0
5.0,1387.0,811.0,1.0,256.0,1954.0,2.0,811.0,7.0,BuiltIn,50.0,OldTown,93000.0
5.0,796.0,796.0,0.0,0.0,1910.0,1.0,796.0,4.0,Attchd,67.0,Edwards,85000.0
8.0,1567.0,1520.0,3.0,648.0,2006.0,2.0,1567.0,7.0,Attchd,53.0,Blmngtn,264561.0
8.0,1518.0,1518.0,2.0,588.0,2003.0,1.0,1518.0,6.0,Attchd,62.0,NridgHt,274000.0
7.0,1929.0,1057.0,2.0,650.0,2001.0,2.0,1057.0,7.0,Attchd,69.0,Somerst,226000.0
8.0,2704.0,1952.0,2.0,538.0,1972.0,2.0,2000.0,9.0,Attchd,75.0,NAmes,345000.0
5.0,1620.0,780.0,2.0,462.0,1969.0,2.0,780.0,7.0,Attchd,80.0,NWAmes,152000.0
9.0,1766.0,1766.0,3.0,478.0,2009.0,2.0,1766.0,7.0,Attchd,85.0,Somerst,370878.0
6.0,981.0,981.0,2.0,576.0,1971.0,1.0,981.0,5.0,Detchd,69.0,NAmes,143250.0
5.0,1048.0,0.0,2.0,420.0,1950.0,1.0,1048.0,7.0,Detchd,60.0,NAmes,98300.0
6.0,1094.0,1094.0,2.0,495.0,1953.0,1.0,1094.0,5.0,Attchd,85.0,Edwards,155000.0
6.0,1839.0,756.0,2.0,442.0,1966.0,1.0,1051.0,7.0,Attchd,70.0,NAmes,155000.0
4.0,630.0,630.0,0.0,0.0,1970.0,1.0,630.0,3.0,Attchd,21.0,MeadowV,84500.0
7.0,1665.0,813.0,2.0,562.0,2007.0,2.0,822.0,7.0,Attchd,65.0,Somerst,205950.0
4.0,1510.0,755.0,1.0,296.0,1940.0,1.0,755.0,7.0,Detchd,60.0,Edwards,108000.0
7.0,1716.0,880.0,2.0,512.0,1996.0,2.0,909.0,7.0,Attchd,70.0,CollgCr,191000.0
6.0,1469.0,756.0,1.0,216.0,1906.0,1.0,756.0,7.0,Detchd,60.0,IDOTRR,135000.0
8.0,2113.0,2109.0,3.0,839.0,1995.0,2.0,2113.0,7.0,Attchd,91.0,NoRidge,350000.0
6.0,1092.0,525.0,1.0,264.0,1971.0,1.0,525.0,6.0,Detchd,21.0,BrDale,88000.0
5.0,1053.0,1053.0,1.0,312.0,1959.0,1.0,1053.0,5.0,Attchd,72.0,NAmes,145500.0
7.0,1502.0,776.0,1.0,270.0,1931.0,1.0,851.0,6.0,Attchd,60.0,Crawfor,149000.0
6.0,1458.0,912.0,1.0,330.0,1948.0,1.0,912.0,6.0,Attchd,78.0,NAmes,97500.0
5.0,1486.0,1486.0,2.0,480.0,1964.0,1.0,1486.0,7.0,Detchd,75.0,Edwards,167000.0
7.0,1935.0,793.0,2.0,550.0,1976.0,2.0,1142.0,7.0,Attchd,69.0,NWAmes,197900.0
8.0,2448.0,1629.0,3.0,711.0,1994.0,2.0,1686.0,8.0,Attchd,52.0,NoRidge,402000.0
6.0,1392.0,1392.0,2.0,576.0,1968.0,1.0,1392.0,5.0,Attchd,120.0,NAmes,110000.0
4.0,1181.0,1138.0,2.0,588.0,1972.0,2.0,1181.0,6.0,Detchd,90.0,Edwards,137500.0
8.0,2097.0,2077.0,3.0,1134.0,2005.0,1.0,2097.0,8.0,Attchd,49.0,Somerst,423000.0
8.0,1936.0,1406.0,2.0,504.0,2000.0,2.0,1454.0,7.0,Attchd,106.0,Gilbert,230500.0
6.0,2380.0,1021.0,2.0,596.0,1965.0,2.0,1465.0,7.0,CarPort,69.0,NAmes,129000.0
6.0,1679.0,1408.0,2.0,575.0,1994.0,2.0,1679.0,7.0,Attchd,65.0,SawyerW,193500.0
5.0,1437.0,1188.0,2.0,576.0,1956.0,1.0,1437.0,6.0,Detchd,69.0,Sawyer,168000.0
4.0,1180.0,700.0,1.0,252.0,1922.0,1.0,1180.0,5.0,Detchd,80.0,Crawfor,137500.0
6.0,1476.0,738.0,2.0,540.0,2005.0,2.0,738.0,7.0,Attchd,64.0,CollgCr,173500.0
6.0,1369.0,672.0,1.0,300.0,1925.0,2.0,697.0,6.0,Detchd,54.0,Edwards,103600.0
6.0,1208.0,1208.0,2.0,546.0,1977.0,1.0,1208.0,6.0,Attchd,69.0,Veenker,165000.0
6.0,1839.0,1477.0,2.0,416.0,1957.0,2.0,1839.0,7.0,Attchd,110.0,Crawfor,257500.0
6.0,1136.0,1136.0,1.0,384.0,1965.0,1.0,1136.0,5.0,Attchd,80.0,NAmes,140000.0
6.0,1441.0,855.0,2.0,440.0,1978.0,2.0,855.0,7.0,Attchd,24.0,NPkVill,148500.0
4.0,1774.0,1095.0,3.0,779.0,1900.0,2.0,1095.0,8.0,2Types,60.0,OldTown,87000.0
5.0,792.0,768.0,1.0,240.0,1924.0,1.0,792.0,5.0,Detchd,52.0,OldTown,109500.0
8.0,2046.0,2046.0,3.0,834.0,2008.0,2.0,2046.0,7.0,Attchd,80.0,StoneBr,372500.0
5.0,988.0,988.0,2.0,572.0,1961.0,1.0,988.0,5.0,Detchd,69.0,Sawyer,128500.0
6.0,923.0,923.0,1.0,264.0,1980.0,2.0,923.0,5.0,Attchd,50.0,SawyerW,143000.0
5.0,1520.0,793.0,1.0,281.0,1932.0,1.0,848.0,6.0,Detchd,55.0,SWISU,159434.0
6.0,1291.0,1291.0,2.0,431.0,1996.0,1.0,1291.0,6.0,Attchd,69.0,ClearCr,173000.0
9.0,1668.0,1626.0,3.0,702.0,2002.0,2.0,1668.0,7.0,Attchd,90.0,CollgCr,285000.0
7.0,1839.0,1195.0,2.0,486.0,1998.0,2.0,1195.0,7.0,Attchd,58.0,NoRidge,221000.0
7.0,2090.0,1190.0,2.0,577.0,1984.0,2.0,1190.0,6.0,Attchd,69.0,StoneBr,207500.0
7.0,1761.0,874.0,2.0,578.0,2007.0,3.0,874.0,7.0,Attchd,84.0,Somerst,227875.0
7.0,1102.0,551.0,2.0,480.0,2004.0,2.0,551.0,4.0,Detchd,69.0,Somerst,148800.0
8.0,1419.0,1419.0,2.0,567.0,2007.0,2.0,1419.0,7.0,Attchd,60.0,StoneBr,392000.0
6.0,1362.0,1362.0,2.0,460.0,2005.0,2.0,1362.0,6.0,Attchd,61.0,NridgHt,194700.0
6.0,848.0,848.0,2.0,420.0,2004.0,1.0,848.0,3.0,Attchd,69.0,CollgCr,141000.0
10.0,4316.0,2444.0,3.0,832.0,1994.0,3.0,2444.0,10.0,Attchd,104.0,NoRidge,755000.0
7.0,2519.0,1210.0,2.0,628.0,1989.0,2.0,1238.0,9.0,Attchd,42.0,Timber,335000.0
5.0,1073.0,1073.0,1.0,326.0,1921.0,1.0,1073.0,4.0,Detchd,60.0,OldTown,108480.0
5.0,1539.0,927.0,2.0,576.0,1936.0,1.0,1067.0,5.0,Detchd,51.0,BrkSide,141500.0
6.0,1137.0,1112.0,2.0,551.0,1987.0,2.0,1137.0,5.0,Attchd,54.0,Timber,176000.0
5.0,616.0,616.0,1.0,205.0,1921.0,1.0,616.0,4.0,Detchd,50.0,BrkSide,89000.0
5.0,1148.0,980.0,1.0,308.0,1952.0,1.0,1148.0,6.0,Detchd,57.0,Edwards,123500.0
5.0,894.0,894.0,1.0,336.0,1965.0,1.0,894.0,5.0,Detchd,65.0,Sawyer,138500.0
7.0,1391.0,1391.0,2.0,530.0,2004.0,2.0,1391.0,5.0,Attchd,59.0,Somerst,196000.0
8.0,1800.0,1800.0,3.0,765.0,2002.0,2.0,1800.0,7.0,Attchd,85.0,Timber,312500.0
7.0,1164.0,1164.0,2.0,528.0,1969.0,1.0,1164.0,6.0,Attchd,80.0,NWAmes,140000.0
8.0,2576.0,1234.0,3.0,666.0,2006.0,2.0,1264.0,10.0,BuiltIn,82.0,StoneBr,361919.0
5.0,1812.0,360.0,2.0,672.0,1900.0,2.0,1032.0,8.0,Detchd,76.0,OldTown,140000.0
7.0,1484.0,1473.0,2.0,606.0,2004.0,2.0,1484.0,7.0,Attchd,70.0,CollgCr,213000.0
